# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SCAID	LEXSTATID
6344	Fulfulde	albalda	a l b a l d a	star	etoile	STAR	7 5 1 7 5 1 7	XMBYMBZ	ALPALTA	6	6.A.V 6.L.c 6.P.C 6.A.V 6.L.c 6.T.C 6.A.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	0	3817	2443
6345	Jamsay	tóró	t o ⁵ r o ⁵	star	étoile	STAR	1 7 8 5 7 8	AXTBYT	TU6RU6	7	7.T.C 7.U.V 7.6.T 7.R.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3813	2440
6346	Jenaama	tɔ́ɲɔ̄wⁿ	t ɔ ⁵ ɲ ɔ ³ w̃ ∼	star	étoile	STAR	1 7 8 4 7 8 6 4	AXTBYTLN	TU6NU6W9	8	8.T.C 8.U.V 8.6.T 8.N.C 8.U.V 8.6.T 8.W.c 8.9.c	1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	0	3819	2444
6347	Mombo	áŋ kɔ́lɛ̀	a ⁵ ŋ _ k ɔ ⁵ l ɛ ¹	star	étoile	STAR	7 8 4 9 1 7 8 5 7 8	XTN_AXTBYT	A6N_KU6LE6	9	9.A.V 9.6.T 9.N.c 9._._ 9.K.C 9.U.V 9.6.T 9.L.C 9.E.V 9.6.T	3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	3816	2442
6348	Najamba	ànjì	a ¹ n dʒ i ¹	star	étoile	STAR	7 8 4 1 7 8	XTMBYT	A6NTI6	10	10.A.V 10.6.T 10.N.c 10.T.C 10.I.V 10.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	3821	2445
6349	Nanga	wà: kɔ̀rɔ́	w aː ¹ _ k ɔ ¹ r ɔ ⁵	star	étoile	STAR	6 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	WA6_KU6RU6	11	11.W.C 11.A.V 11.6.T 11._._ 11.K.C 11.U.V 11.6.T 11.R.C 11.U.V 11.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	3816	2446
6350	Penange	ɔ̀jɔ̀ gɔ̀lɔ̀	ɔ ¹ dʒ ɔ ¹ _ ɡ ɔ ¹ l ɔ ¹	star	étoile	STAR	7 8 1 7 8 9 1 7 8 5 7 8	XTBYT_AXTBYT	U6TU6_KU6LU6	12	12.U.V 12.6.T 12.T.C 12.U.V 12.6.T 12._._ 12.K.C 12.U.V 12.6.T 12.L.C 12.U.V 12.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	3816	2442
6351	Perge_Tegu	tóró	t o ⁵ r o ⁵	star	étoile	STAR	1 7 8 5 7 8	AXTBYT	TU6RU6	13	13.T.C 13.U.V 13.6.T 13.R.C 13.U.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3813	2440
6353	Tebul_Ure	tóndó:	t o ⁵ n d oː ⁵	star	étoile	STAR	1 7 8 4 1 7 8	AXTMBYT	TU6NTU6	16	16.T.C 16.U.V 16.6.T 16.N.c 16.T.C 16.U.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3821	2447
6354	Tiranige_Diga	kɔ̀lɔ̀ŋ kɔ́lɔ̀wⁿ	k ɔ ¹ l ɔ ¹ ŋ _ k ɔ ⁵ l ɔ ¹ w̃ ∼	star	étoile	STAR	1 7 8 5 7 8 4 9 1 7 8 5 7 8 6 4	AXTBYTN_AXTBYTLN	KU6LU6N_KU6LU6W9	17	17.K.C 17.U.V 17.6.T 17.L.C 17.U.V 17.6.T 17.N.c 17._._ 17.K.C 17.U.V 17.6.T 17.L.C 17.U.V 17.6.T 17.W.c 17.9.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	0	3826	2448
6355	Togo_Kan	tóró	t o ⁵ r o ⁵	star	étoile	STAR	1 7 8 5 7 8	AXTBYT	TU6RU6	18	18.T.C 18.U.V 18.6.T 18.R.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3813	2440
6356	Tommo_So	tòndòlò-ý	t o ¹ n d o ¹ l o ¹ + j ⁵	star	étoile	STAR	1 7 8 4 1 7 8 5 7 8 9 6 8	AXTMBYTBYT_AT	TU6NTU6LU6_J6	19	19.T.C 19.U.V 19.6.T 19.N.c 19.T.C 19.U.V 19.6.T 19.L.C 19.U.V 19.6.T 19._._ 19.J.C 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.0	0	3821	2447
6357	Toro_Tegu	sémrěy	s e ⁵ m r e ¹⁵ j	star	étoile	STAR	3 7 8 4 5 7 8 6	AXTBCYTN	SE6MRE2J	20	20.S.C 20.E.V 20.6.T 20.M.C 20.R.C 20.E.V 20.2.T 20.J.c	1.6 3.0 1.0 1.3 1.2 3.0 1.0 0.5	0	3829	2449
6358	Yanda_Dom	tóndóló	t o ⁵ n d o ⁵ l o ⁵	star	étoile	STAR	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	TU6NTU6LU6	21	21.T.C 21.U.V 21.6.T 21.N.c 21.T.C 21.U.V 21.6.T 21.L.C 21.U.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	3821	2447
6359	Yorno_So	tònòlò-ý	t o ¹ n o ¹ l o ¹ + j ⁵	star	étoile	STAR	1 7 8 4 7 8 5 7 8 9 6 8	AXTBYTBYT_AT	TU6NU6LU6_J6	22	22.T.C 22.U.V 22.6.T 22.N.C 22.U.V 22.6.T 22.L.C 22.U.V 22.6.T 22._._ 22.J.C 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.0	0	3821	2447
#
6364	Bambara	sire	s i r e	steal	voler	STEAL	3 7 5 7	AXBZ	SIRE	1	1.S.C 1.I.V 1.R.C 1.E.V	2.0 1.5 1.75 0.8	0	3830	2450
6365	Bangime	kùyⁿɛ̀-rɛ̀	k u ¹ j ∼ ɛ ¹ + r ɛ ¹	steal	voler, dérober	STEAL	1 7 8 6 4 7 8 9 5 7 8	AXTMBYT_AXT	KY6J9E6_RE6	2	2.K.C 2.Y.V 2.6.T 2.J.c 2.9.C 2.E.V 2.6.T 2._._ 2.R.C 2.E.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	3831	2451
6366	Bankan_Tey	gùró	ɡ u ¹ r o ⁵	steal (sth)	voler (qch)	STEAL	1 7 8 5 7 8	AXTBYT	KY6RU6	3	3.K.C 3.Y.V 3.6.T 3.R.C 3.U.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3830	2452
6367	Ben_Tey	gùró	ɡ u ¹ r o ⁵	steal (sth)	voler (qch)	STEAL	1 7 8 5 7 8	AXTBYT	KY6RU6	4	4.K.C 4.Y.V 4.6.T 4.R.C 4.U.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3830	2452
6368	Bunoge	kámgà kánì	k a ⁵ m ɡ a ¹ _ k a ⁵ n i ¹	steal (sth)	voler (qch)	STEAL	1 7 8 4 1 7 8 9 1 7 8 4 7 8	AXTMBYT_AXTBYT	KA6MKA6_KA6NI6	5	5.K.C 5.A.V 5.6.T 5.M.c 5.K.C 5.A.V 5.6.T 5._._ 5.K.C 5.A.V 5.6.T 5.N.C 5.I.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	3834	2453
6370	Fulfulde	wujju-de	w u dʒ dʒ u + d e	steal	voler	STEAL	6 7 1 1 7 9 1 7	AXMBZ_AX	WYTTY_TE	6	6.W.C 6.Y.V 6.T.c 6.T.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0	3835	2454
6371	Jamsay	gùyⁿó	ɡ u ¹ j ∼ o ⁵	steal (sth)	voler (qch)	STEAL	1 7 8 6 4 7 8	AXTMBYT	KY6J9U6	7	7.K.C 7.Y.V 7.6.T 7.J.c 7.9.C 7.U.V 7.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3831	2455
6372	Mombo	gyé:	ɡ j eː ⁵	steal (sth)	voler (qch)	STEAL	1 6 7 8	ACXT	KJE6	9	9.K.C 9.J.C 9.E.V 9.6.T	1.6 1.2 3.0 1.0	0	3837	2456
6373	Najamba	jàmílɛ́	dʒ a ¹ m i ⁵ l ɛ ⁵	steal (sth)	voler (qch)	STEAL	1 7 8 4 7 8 5 7 8	AXTBYTBYT	TA6MI6LE6	10	10.T.C 10.A.V 10.6.T 10.M.C 10.I.V 10.6.T 10.L.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	3838	2457
6374	Nanga	gùró	ɡ u ¹ r o ⁵	steal (sth)	voler (qch)	STEAL	1 7 8 5 7 8	AXTBYT	KY6RU6	11	11.K.C 11.Y.V 11.6.T 11.R.C 11.U.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3830	2452
6375	Penange	gúyé	ɡ u ⁵ j e ⁵	steal (sth)	voler (qch)	STEAL	1 7 8 6 7 8	AXTBYT	KY6JE6	12	12.K.C 12.Y.V 12.6.T 12.J.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3831	2456
6376	Perge_Tegu	gùyⁿó	ɡ u ¹ j ∼ o ⁵	steal (sth)	voler (qch)	STEAL	1 7 8 6 4 7 8	AXTMBYT	KY6J9U6	13	13.K.C 13.Y.V 13.6.T 13.J.c 13.9.C 13.U.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3831	2455
6377	Songhai_Senni	zèy	z e ¹ j	steal (sth), rob (sb)	voler (qqch) dérober	STEAL	3 7 8 6	AXTN	SE6J	15	15.S.C 15.E.V 15.6.T 15.J.c	1.6 3.0 1.0 0.5	0	3842	2458
6379	Tebul_Ure	gùɲó	ɡ u ¹ ɲ o ⁵	steal (sth), rob (sb)	voler (qqch) dérober	STEAL	1 7 8 4 7 8	AXTBYT	KY6NU6	16	16.K.C 16.Y.V 16.6.T 16.N.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3831	2452
6380	Tiranige_Diga	kám	k a ⁵ m	steal (sth)	voler (qch)	STEAL	1 7 8 4	AXTN	KA6M	17	17.K.C 17.A.V 17.6.T 17.M.c	1.6 3.0 1.0 0.5	0	3831	2459
6381	Togo_Kan	gǐ:ⁿ	ɡ ĩː ¹⁵ ∼	steal (sth)	voler (qch)	STEAL	1 7 8 4	AXTN	KI29	18	18.K.C 18.I.V 18.2.T 18.9.c	1.6 3.0 1.0 0.5	0	3831	2455
6382	Tommo_So	gùyⁿɔ́	ɡ u ¹ j ∼ ɔ ⁵	steal (sth)	voler (qch)	STEAL	1 7 8 6 4 7 8	AXTMBYT	KY6J9U6	19	19.K.C 19.Y.V 19.6.T 19.J.c 19.9.C 19.U.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3831	2455
6383	Toro_Tegu	gúyⁿó gǔyⁿ	ɡ u ⁵ j ∼ o ⁵ _ ɡ u ¹⁵ j ∼	steal (sth)	voler (qch)	STEAL	1 7 8 6 4 7 8 9 1 7 8 6 4	AXTMBYT_AXTLN	KY6J9U6_KY2J9	20	20.K.C 20.Y.V 20.6.T 20.J.c 20.9.C 20.U.V 20.6.T 20._._ 20.K.C 20.Y.V 20.2.T 20.J.c 20.9.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 0.5	0	3831	2455
6384	Yanda_Dom	zámnɛ́	z a ⁵ m n ɛ ⁵	steal (sth)	voler (qch)	STEAL	3 7 8 4 4 7 8	AXTMBYT	SA6MNE6	21	21.S.C 21.A.V 21.6.T 21.M.c 21.N.C 21.E.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3848	2460
6385	Yorno_So	gǔyⁿ	ɡ u ¹⁵ j ∼	steal (sth)	voler (qch)	STEAL	1 7 8 6 4	AXTLN	KY2J9	22	22.K.C 22.Y.V 22.2.T 22.J.c 22.9.c	1.6 3.0 1.0 1.1 0.5	0	3831	2455
#
6390	Bambara	kɔ́nɔ́	k ɔ ⁵ n ɔ ⁵	stomach	estomac	STOMACH	1 7 8 4 7 8	AXTBYT	KU6NU6	1	1.K.C 1.U.V 1.6.T 1.N.C 1.U.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3849	2461
6391	Bangime	kūrū-bɛ̀	k u ³ r u ³ + b ɛ ¹	stomach	estomac	STOMACH	1 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	KY6RY6_PE6	2	2.K.C 2.Y.V 2.6.T 2.R.C 2.Y.V 2.6.T 2._._ 2.P.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	3850	2462
6392	Bankan_Tey	pìrè kɔ̀rɔ̀ díyⁿàwⁿ	p i ¹ r e ¹ _ k ɔ ¹ r ɔ ¹ _ d i ⁵ j ∼ a ¹ w̃ ∼	stomach	estomac	STOMACH	1 7 8 5 7 8 9 1 7 8 5 7 8 9 1 7 8 6 4 7 8 6 4	AXTBYT_AXTBYT_AXTMBYTLN	PI6RE6_KU6RU6_TI6J9A6W9	3	3.P.C 3.I.V 3.6.T 3.R.C 3.E.V 3.6.T 3._._ 3.K.C 3.U.V 3.6.T 3.R.C 3.U.V 3.6.T 3._._ 3.T.C 3.I.V 3.6.T 3.J.c 3.9.C 3.A.V 3.6.T 3.W.c 3.9.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0	3851	2463
6393	Ben_Tey	bìnjírì	b i ¹ n dʒ i ⁵ r i ¹	stomach	estomac	STOMACH	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	PI6NTI6RI6	4	4.P.C 4.I.V 4.6.T 4.N.c 4.T.C 4.I.V 4.6.T 4.R.C 4.I.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	3852	2464
6394	Bunoge	píní pìnì	p i ⁵ n i ⁵ _ p i ¹ n i ¹	stomach	estomac	STOMACH	1 7 8 4 7 8 9 1 7 8 4 7 8	AXTBYT_AXTBYT	PI6NI6_PI6NI6	5	5.P.C 5.I.V 5.6.T 5.N.C 5.I.V 5.6.T 5._._ 5.P.C 5.I.V 5.6.T 5.N.C 5.I.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	3853	2465
6396	Jenaama	kùjù	k u ¹ dʒ u ¹	stomach	estomac	STOMACH	1 7 8 1 7 8	AXTBYT	KY6TY6	8	8.K.C 8.Y.V 8.6.T 8.T.C 8.Y.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3849	2466
6397	Mombo	píndí píndí	p i ⁵ n d i ⁵ _ p i ⁵ n d i ⁵	stomach	estomac	STOMACH	1 7 8 4 1 7 8 9 1 7 8 4 1 7 8	AXTMBYT_AXTMBYT	PI6NTI6_PI6NTI6	9	9.P.C 9.I.V 9.6.T 9.N.c 9.T.C 9.I.V 9.6.T 9._._ 9.P.C 9.I.V 9.6.T 9.N.c 9.T.C 9.I.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3853	2465
6398	Najamba	bìndù gìndɔ́:	b i ¹ n d u ¹ _ ɡ i ¹ n d ɔː	stomach	estomac	STOMACH	1 7 8 4 1 7 8 9 1 7 8 4 1 7	AXTMBYT_AXTMBZ	PI6NTY6_KI6NTU	10	10.P.C 10.I.V 10.6.T 10.N.c 10.T.C 10.Y.V 10.6.T 10._._ 10.K.C 10.I.V 10.6.T 10.N.c 10.T.C 10.U.V	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 0.7	0	3853	2465
6399	Nanga	bìndì dùgí	b i ¹ n d i ¹ _ d u ¹ ɡ i ⁵	stomach	estomac	STOMACH	1 7 8 4 1 7 8 9 1 7 8 1 7 8	AXTMBYT_AXTBYT	PI6NTI6_TY6KI6	11	11.P.C 11.I.V 11.6.T 11.N.c 11.T.C 11.I.V 11.6.T 11._._ 11.T.C 11.Y.V 11.6.T 11.K.C 11.I.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	3853	2465
6400	Penange	kújú	k u ⁵ dʒ u ⁵	stomach	estomac	STOMACH	1 7 8 1 7 8	AXTBYT	KY6TY6	12	12.K.C 12.Y.V 12.6.T 12.T.C 12.Y.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3849	2466
6401	Perge_Tegu	bìŋgírì	b i ¹ ŋ ɡ i ⁵ r i ¹	stomach	estomac	STOMACH	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	PI6NKI6RI6	13	13.P.C 13.I.V 13.6.T 13.N.c 13.K.C 13.I.V 13.6.T 13.R.C 13.I.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	3852	2464
6402	Tebul_Ure	pìrìm dɛ́-ŋgɛ́	p i ¹ r i ¹ m _ d ɛ ⁵ + ŋ ɡ ɛ ⁵	stomach	estomac	STOMACH	1 7 8 5 7 8 4 9 1 7 8 9 4 1 7 8	AXTBYTN_AXT_ACYT	PI6RI6M_TE6_NKE6	16	16.P.C 16.I.V 16.6.T 16.R.C 16.I.V 16.6.T 16.M.c 16._._ 16.T.C 16.E.V 16.6.T 16._._ 16.N.C 16.K.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.5 0.0 1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	3861	2468
6403	Tiranige_Diga	pìjì pìjí	p i ¹ dʒ i ¹ _ p i ¹ dʒ i ⁵	stomach	estomac	STOMACH	1 7 8 1 7 8 9 1 7 8 1 7 8	AXTBYT_AXTBYT	PI6TI6_PI6TI6	17	17.P.C 17.I.V 17.6.T 17.T.C 17.I.V 17.6.T 17._._ 17.P.C 17.I.V 17.6.T 17.T.C 17.I.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	3853	2465
6404	Togo_Kan	pùró	p u ¹ r o ⁵	stomach	estomac	STOMACH	1 7 8 5 7 8	AXTBYT	PY6RU6	18	18.P.C 18.Y.V 18.6.T 18.R.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3852	2469
6405	Tommo_So	bìndù bòró	b i ¹ n d u ¹ _ b o ¹ r o ⁵	stomach	estomac	STOMACH	1 7 8 4 1 7 8 9 1 7 8 5 7 8	AXTMBYT_AXTBYT	PI6NTY6_PU6RU6	19	19.P.C 19.I.V 19.6.T 19.N.c 19.T.C 19.Y.V 19.6.T 19._._ 19.P.C 19.U.V 19.6.T 19.R.C 19.U.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	3853	2465
6406	Songhai_Kiini	bɛ́:rǎ:	b ɛː ⁵ r aː ¹⁵	stomach	estomac	STOMACH	1 7 8 5 7 8	AXTBYT	PE6RA2	14	14.P.C 14.E.V 14.6.T 14.R.C 14.A.V 14.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3852	2467
6407	Toro_Tegu	bètè ká	b e ¹ t e ¹ _ k a ⁵	stomach	estomac	STOMACH	1 7 8 1 7 8 9 1 7 8	AXTBYT_AXT	PE6TE6_KA6	20	20.P.C 20.E.V 20.6.T 20.T.C 20.E.V 20.6.T 20._._ 20.K.C 20.A.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	3853	2470
6408	Yanda_Dom	pìdìm bǐn	p i ¹ d i ¹ m _ b i ¹⁵ n	stomach	estomac	STOMACH	1 7 8 1 7 8 4 9 1 7 8 4	AXTBYTN_AXTN	PI6TI6M_PI2N	21	21.P.C 21.I.V 21.6.T 21.T.C 21.I.V 21.6.T 21.M.c 21._._ 21.P.C 21.I.V 21.2.T 21.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5 0.0 1.6 3.0 1.0 0.5	0	3853	2465
6409	Yorno_So	bìnɛ́	b i ¹ n ɛ ⁵	stomach	estomac	STOMACH	1 7 8 4 7 8	AXTBYT	PI6NE6	22	22.P.C 22.I.V 22.6.T 22.N.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3852	2471
#
6419	Bambara	kai	k a i	beat (with stick)	battre, frapper	STRIKE OR BEAT	1 7 7	AXZ	KAI	1	1.K.C 1.A.V 1.I.V	2.0 1.5 0.8	0	3862	2472
6420	Bangime	dɔ̄gɔ̀	d ɔ ³ ɡ ɔ ¹	beat (with stick)	battre, frapper	STRIKE OR BEAT	1 7 8 1 7 8	AXTBYT	TU6KU6	2	2.T.C 2.U.V 2.6.T 2.K.C 2.U.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3863	2473
6421	Bankan_Tey	bɛ̀ndí	b ɛ ¹ n d i ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 4 1 7 8	AXTMBYT	PE6NTI6	3	3.P.C 3.E.V 3.6.T 3.N.c 3.T.C 3.I.V 3.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3864	2474
6422	Ben_Tey	súyɔ́	s u ⁵ j ɔ ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	3 7 8 6 7 8	AXTBYT	SY6JU6	4	4.S.C 4.Y.V 4.6.T 4.J.C 4.U.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3865	2475
6423	Bunoge	númbè	n u ⁵ m b e ¹	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	4 7 8 4 1 7 8	AXTMBYT	NY6MPE6	5	5.N.C 5.Y.V 5.6.T 5.M.c 5.P.C 5.E.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3866	2476
6425	Jamsay	láɣá	l a ⁵ ɣ a ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	5 7 8 3 7 8	AXTBYT	LA6GA6	7	7.L.C 7.A.V 7.6.T 7.G.C 7.A.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3863	2477
6426	Mombo	tɛ́bú-lɛ̀	t ɛ ⁵ b u ⁵ + l ɛ ¹	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 1 7 8 9 5 7 8	AXTBYT_AXT	TE6PY6_LE6	9	9.T.C 9.E.V 9.6.T 9.P.C 9.Y.V 9.6.T 9._._ 9.L.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	3868	2478
6427	Najamba	dàgí	d a ¹ ɡ i ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 1 7 8	AXTBYT	TA6KI6	10	10.T.C 10.A.V 10.6.T 10.K.C 10.I.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3863	2473
6428	Nanga	jàrⁿá	dʒ a ¹ r̃ ∼ a ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 5 4 7 8	AXTMBYT	TA6R9A6	11	11.T.C 11.A.V 11.6.T 11.R.c 11.9.C 11.A.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3874	2479
6429	Penange	búndé	b u ⁵ n d e ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 4 1 7 8	AXTMBYT	PY6NTE6	12	12.P.C 12.Y.V 12.6.T 12.N.c 12.T.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3864	2474
6430	Perge_Tegu	lágá	l a ⁵ ɡ a ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	5 7 8 1 7 8	AXTBYT	LA6KA6	13	13.L.C 13.A.V 13.6.T 13.K.C 13.A.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3863	2477
6432	Tebul_Ure	púŋgó	p u ⁵ ŋ ɡ o ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 4 1 7 8	AXTMBYT	PY6NKU6	16	16.P.C 16.Y.V 16.6.T 16.N.c 16.K.C 16.U.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3864	2474
6433	Tiranige_Diga	tɛ́wɔ́	t ɛ ⁵ w ɔ ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 6 7 8	AXTBYT	TE6WU6	17	17.T.C 17.E.V 17.6.T 17.W.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3874	2480
6434	Togo_Kan	lágá	l a ⁵ ɡ a ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	5 7 8 1 7 8	AXTBYT	LA6KA6	18	18.L.C 18.A.V 18.6.T 18.K.C 18.A.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3863	2477
6435	Tommo_So	bɛ̀ndɛ́	b ɛ ¹ n d ɛ ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 4 1 7 8	AXTMBYT	PE6NTE6	19	19.P.C 19.E.V 19.6.T 19.N.c 19.T.C 19.E.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	3864	2474
6436	Toro_Tegu	tɛ́w	t ɛ ⁵ w	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 6	AXTN	TE6W	20	20.T.C 20.E.V 20.6.T 20.W.c	1.6 3.0 1.0 0.5	0	3874	2481
6437	Yanda_Dom	dèmɛ́	d e ¹ m ɛ ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	1 7 8 4 7 8	AXTBYT	TE6ME6	21	21.T.C 21.E.V 21.6.T 21.M.C 21.E.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3874	2482
6439	Yorno_So	lágá	l a ⁵ ɡ a ⁵	beat (with stick)	battre (avec un bois)	STRIKE OR BEAT	5 7 8 1 7 8	AXTBYT	LA6KA6	22	22.L.C 22.A.V 22.6.T 22.K.C 22.A.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	3863	2477
#
6440	Bambara	mosi	m o s i	beat (with stick)	lécher, sucer	SUCK	4 7 3 7	AXBZ	MUSI	1	1.M.C 1.U.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	0	3875	2483
6441	Bangime	mɔ̀nʤɛ̀	m ɔ ¹ n dʒ ɛ ¹	suck	sucer	SUCK	4 7 8 4 1 7 8	AXTMBYT	MU6NTE6	2	2.M.C 2.U.V 2.6.T 2.N.c 2.T.C 2.E.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	1	3876	2484
