# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SCAID	LEXSTATID
5182	Songhai_Senni	tàŋà	t a ¹ ŋ a ¹	push, push off	pousser	PUSH	1 7 8 4 7 8	AXTBYT	TA6NA6	15	15.T.C 15.A.V 15.6.T 15.N.C 15.A.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2184	1412
5183	Songhai_Kiini	tàŋ	t a ¹ ŋ	push	pousser	PUSH	1 7 8 4	AXTN	TA6N	14	14.T.C 14.A.V 14.6.T 14.N.c	1.6 3.0 1.0 0.5	0	2184	1412
5184	Tebul_Ure	dàmbí	d a ¹ m b i ⁵	push	pousser	PUSH	1 7 8 4 1 7 8	AXTMBYT	TA6MPI6	16	16.T.C 16.A.V 16.6.T 16.M.c 16.P.C 16.I.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2185	1411
5185	Tiranige_Diga	dámbó	d a ⁵ m b o ⁵	push	pousser	PUSH	1 7 8 4 1 7 8	AXTMBYT	TA6MPU6	17	17.T.C 17.A.V 17.6.T 17.M.c 17.P.C 17.U.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2185	1411
5186	Togo_Kan	dèmé	d e ¹ m e ⁵	push	pousser	PUSH	1 7 8 4 7 8	AXTBYT	TE6ME6	18	18.T.C 18.E.V 18.6.T 18.M.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2185	1411
5187	Tommo_So	dàmbá	d a ¹ m b a ⁵	push	pousser	PUSH	1 7 8 4 1 7 8	AXTMBYT	TA6MPA6	19	19.T.C 19.A.V 19.6.T 19.M.c 19.P.C 19.A.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2185	1411
5188	Toro_Tegu	dǎm	d a ¹⁵ m	push	pousser	PUSH	1 7 8 4	AXTN	TA2M	20	20.T.C 20.A.V 20.2.T 20.M.c	1.6 3.0 1.0 0.5	0	2185	1411
5189	Yanda_Dom	dàmbú	d a ¹ m b u ⁵	push	pousser	PUSH	1 7 8 4 1 7 8	AXTMBYT	TA6MPY6	21	21.T.C 21.A.V 21.6.T 21.M.c 21.P.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2185	1411
5190	Yorno_So	dàmá	d a ¹ m a ⁵	push	pousser	PUSH	1 7 8 4 7 8	AXTBYT	TA6MA6	22	22.T.C 22.A.V 22.6.T 22.M.C 22.A.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2185	1411
#
5191	Bambara	sá̰jí	s a ⁵ ∼ dʒ i ⁵	rain	pluie	RAIN (PRECIPITATION)	3 7 8 4 1 7 8	AXTMBYT	SA69TI6	1	1.S.C 1.A.V 1.6.T 1.9.c 1.T.C 1.I.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2189	1421
5192	Bangime	ɥɔ̀wⁿ	ɥ ɔ ¹ w̃ ∼	rain	pluie	RAIN (PRECIPITATION)	6 7 8 6 4	AXTLN	JU6W9	2	2.J.C 2.U.V 2.6.T 2.W.c 2.9.c	1.6 3.0 1.0 1.1 0.5	0	2190	1427
5193	Bankan_Tey	bòndú	b o ¹ n d u ⁵	rain	pluie	RAIN (PRECIPITATION)	1 7 8 4 1 7 8	AXTMBYT	PU6NTY6	3	3.P.C 3.U.V 3.6.T 3.N.c 3.T.C 3.Y.V 3.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2189	1418
5194	Ben_Tey	bòlú	b o ¹ l u ⁵	rain	pluie	RAIN (PRECIPITATION)	1 7 8 5 7 8	AXTBYT	PU6LY6	4	4.P.C 4.U.V 4.6.T 4.L.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2192	1418
5195	Bunoge	ʔáyà	ʔ a ⁵ j a ¹	rain (noun)	pluie	RAIN (PRECIPITATION)	1 7 8 6 7 8	AXTBYT	HA6JA6	5	5.H.C 5.A.V 5.6.T 5.J.C 5.A.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2193	1426
5196	Fulfulde	kammu	k a m m u	rain	pluie	RAIN (PRECIPITATION)	1 7 4 4 7	AXMBZ	KAMMY	6	6.K.C 6.A.V 6.M.c 6.M.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	1	2194	1420
5197	Jamsay	àrⁿá	a ¹ r̃ ∼ a ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 5 4 7 8	XTMBYT	A6R9A6	7	7.A.V 7.6.T 7.R.c 7.9.C 7.A.V 7.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	2195	1417
5198	Jenaama	kwàⁿ	k w ã ¹ ∼	rain	pluie	RAIN (PRECIPITATION)	1 6 7 8 4	ACXTN	KWA69	8	8.K.C 8.W.C 8.A.V 8.6.T 8.9.c	1.6 1.2 3.0 1.0 0.5	1	2196	1425
5199	Mombo	kúmáŋgà	k u ⁵ m a ⁵ ŋ ɡ a ¹	rain (noun)	pluie	RAIN (PRECIPITATION)	1 7 8 4 7 8 4 1 7 8	AXTBYTMBYT	KY6MA6NKA6	9	9.K.C 9.Y.V 9.6.T 9.M.C 9.A.V 9.6.T 9.N.c 9.K.C 9.A.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0	2197	1419
5200	Najamba	ǎ:l-ŋgé	aː ¹⁵ l + ŋ ɡ e ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 5 9 4 1 7 8	XTN_ACYT	A2L_NKE6	10	10.A.V 10.2.T 10.L.c 10._._ 10.N.C 10.K.C 10.E.V 10.6.T	3.0 1.0 0.5 0.0 1.6 1.2 3.0 1.0	0	2198	1424
5201	Nanga	bòndí	b o ¹ n d i ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	1 7 8 4 1 7 8	AXTMBYT	PU6NTI6	11	11.P.C 11.U.V 11.6.T 11.N.c 11.T.C 11.I.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2189	1418
5202	Penange	kùmà:ŋgà	k u ¹ m aː ¹ ŋ ɡ a ¹	rain (noun)	pluie	RAIN (PRECIPITATION)	1 7 8 4 7 8 4 1 7 8	AXTBYTMBYT	KY6MA6NKA6	12	12.K.C 12.Y.V 12.6.T 12.M.C 12.A.V 12.6.T 12.N.c 12.K.C 12.A.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0	2197	1419
5203	Perge_Tegu	àrⁿá	a ¹ r̃ ∼ a ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 5 4 7 8	XTMBYT	A6R9A6	13	13.A.V 13.6.T 13.R.c 13.9.C 13.A.V 13.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	2195	1417
5204	Songhai_Kiini	bàwná	b a ¹ w n a ⁵	rain	pluie	RAIN (PRECIPITATION)	1 7 8 6 4 7 8	AXTMBYT	PA6WNA6	14	14.P.C 14.A.V 14.6.T 14.W.c 14.N.C 14.A.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2195	1423
5205	Songhai_Senni	kìɲɲá	k i ¹ ɲ ɲ a ⁵	rain	pluie	RAIN (PRECIPITATION)	1 7 8 4 4 7 8	AXTMBYT	KI6NNA6	15	15.K.C 15.I.V 15.6.T 15.N.c 15.N.C 15.A.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2203	1417
5207	Tebul_Ure	àrⁿá	a ¹ r̃ ∼ a ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 5 4 7 8	XTMBYT	A6R9A6	16	16.A.V 16.6.T 16.R.c 16.9.C 16.A.V 16.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	2195	1417
5208	Tiranige_Diga	á:mì	aː ⁵ m i ¹	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 4 7 8	XTBYT	A6MI6	17	17.A.V 17.6.T 17.M.C 17.I.V 17.6.T	3.0 1.0 1.3 3.0 1.0	0	2195	1422
5209	Togo_Kan	àrⁿú	a ¹ r̃ ∼ u ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 5 4 7 8	XTMBYT	A6R9Y6	18	18.A.V 18.6.T 18.R.c 18.9.C 18.Y.V 18.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	2195	1417
5210	Tommo_So	àná	a ¹ n a ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 4 7 8	XTBYT	A6NA6	19	19.A.V 19.6.T 19.N.C 19.A.V 19.6.T	3.0 1.0 1.3 3.0 1.0	0	2195	1417
5211	Toro_Tegu	àrⁿá	a ¹ r̃ ∼ a ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 5 4 7 8	XTMBYT	A6R9A6	20	20.A.V 20.6.T 20.R.c 20.9.C 20.A.V 20.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	2195	1417
5212	Yanda_Dom	àrⁿùŋ	a ¹ r̃ ∼ u ¹ ŋ	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 5 4 7 8 4	XTMBYTN	A6R9Y6N	21	21.A.V 21.6.T 21.R.c 21.9.C 21.Y.V 21.6.T 21.N.c	3.0 1.0 1.1 1.3 3.0 1.0 0.5	0	2195	1417
5213	Yorno_So	àrⁿá	a ¹ r̃ ∼ a ⁵	rain (noun)	pluie	RAIN (PRECIPITATION)	7 8 5 4 7 8	XTMBYT	A6R9A6	22	22.A.V 22.6.T 22.R.c 22.9.C 22.A.V 22.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	2195	1417
#
5257	Bambara	bìlḛ̀-má̰	b i ¹ l e ¹ ∼ + m a ⁵ ∼	red (including brown and orange)	rouge, brun	RED	1 7 8 5 7 8 4 9 4 7 8 4	AXTBYTN_AXTN	PI6LE69_MA69	1	1.P.C 1.I.V 1.6.T 1.L.C 1.E.V 1.6.T 1.9.c 1._._ 1.M.C 1.A.V 1.6.T 1.9.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5 0.0 1.6 3.0 1.0 0.5	0	2204	1434
5258	Bangime	búyɛ́	b u ⁵ j ɛ ⁵	red, brown	rouge, brun	RED	1 7 8 6 7 8	AXTBYT	PY6JE6	2	2.P.C 2.Y.V 2.6.T 2.J.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2205	1433
5259	Bankan_Tey	bàrⁿâyⁿ	b a ¹ r̃ ∼ a ⁵¹ j ∼	red (including brown and orange)	rouge, brun	RED	1 7 8 5 4 7 8 6 4	AXTMBYTLN	PA6R9A3J9	3	3.P.C 3.A.V 3.6.T 3.R.c 3.9.C 3.A.V 3.3.T 3.J.c 3.9.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0	2206	1428
5260	Ben_Tey	bárⁿàwⁿ	b a ⁵ r̃ ∼ a ¹ w̃ ∼	red (including brown and orange)	rouge, brun	RED	1 7 8 5 4 7 8 6 4	AXTMBYTLN	PA6R9A6W9	4	4.P.C 4.A.V 4.6.T 4.R.c 4.9.C 4.A.V 4.6.T 4.W.c 4.9.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0	2206	1428
5262	Fulfulde	boɗee-jo	b o ɗ e e + dʒ o	red, brown	rouge, brun	RED	1 7 1 7 7 9 1 7	AXBYZ_AX	PUTEE_TU	6	6.P.C 6.U.V 6.T.C 6.E.V 6.E.V 6._._ 6.T.C 6.U.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	0	2208	1432
5264	Jamsay	bán	b a ⁵ n	red, brown	rouge, brun	RED	1 7 8 4	AXTN	PA6N	7	7.P.C 7.A.V 7.6.T 7.N.c	1.6 3.0 1.0 0.5	0	2206	1428
5265	Jenaama	tōmōⁿ	t o ³ m o ∼ ³	red, brown	rouge, brun	RED	1 7 8 4 7 4 8	AXTBYLT	TU6MU96	8	8.T.C 8.U.V 8.6.T 8.M.C 8.U.V 8.9.c 8.6.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0	0	2210	1431
5266	Mombo	búnú	b u ⁵ n u ⁵	red (including brown and orange)	rouge, brun	RED	1 7 8 4 7 8	AXTBYT	PY6NY6	9	9.P.C 9.Y.V 9.6.T 9.N.C 9.Y.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2206	1428
5267	Najamba	bánè	b a ⁵ n e ¹	red (including brown and orange)	rouge, brun	RED	1 7 8 4 7 8	AXTBYT	PA6NE6	10	10.P.C 10.A.V 10.6.T 10.N.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2206	1428
5268	Nanga	bárⁿí	b a ⁵ r̃ ∼ i ⁵	red (including brown and orange)	rouge, brun	RED	1 7 8 5 4 7 8	AXTMBYT	PA6R9I6	11	11.P.C 11.A.V 11.6.T 11.R.c 11.9.C 11.I.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2206	1428
5269	Penange	bɔ̀mbɛ̀	b ɔ ¹ m b ɛ ¹	red (including brown and orange)	rouge, brun	RED	1 7 8 4 1 7 8	AXTMBYT	PU6MPE6	12	12.P.C 12.U.V 12.6.T 12.M.c 12.P.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2214	1430
5270	Perge_Tegu	bárⁿú	b a ⁵ r̃ ∼ u ⁵	red (including brown and orange)	rouge, brun	RED	1 7 8 5 4 7 8	AXTMBYT	PA6R9Y6	13	13.P.C 13.A.V 13.6.T 13.R.c 13.9.C 13.Y.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2206	1428
5271	Songhai_Kiini	kírêy	k i ⁵ r e ⁵¹ j	red	rouge	RED	1 7 8 5 7 8 6	AXTBYTN	KI6RE3J	14	14.K.C 14.I.V 14.6.T 14.R.C 14.E.V 14.3.T 14.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0	2216	1429
5272	Songhai_Senni	kírêy	k i ⁵ r e ⁵¹ j	red	rouge	RED	1 7 8 5 7 8 6	AXTBYTN	KI6RE3J	15	15.K.C 15.I.V 15.6.T 15.R.C 15.E.V 15.3.T 15.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0	2216	1429
5274	Tebul_Ure	bárⁿɛ̀:	b a ⁵ r̃ ∼ ɛː ¹	red (including brown and orange)	rouge, brun	RED	1 7 8 5 4 7 8	AXTMBYT	PA6R9E6	16	16.P.C 16.A.V 16.6.T 16.R.c 16.9.C 16.E.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2206	1428
5275	Tiranige_Diga	búní	b u ⁵ n i ⁵	red (including brown and orange)	rouge, brun	RED	1 7 8 4 7 8	AXTBYT	PY6NI6	17	17.P.C 17.Y.V 17.6.T 17.N.C 17.I.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2206	1428
5276	Togo_Kan	báⁿ	b ã ⁵ ∼	red (including brown and orange)	rouge, brun	RED	1 7 8 4	AXTN	PA69	18	18.P.C 18.A.V 18.6.T 18.9.c	1.6 3.0 1.0 0.5	0	2206	1428
5277	Tommo_So	bánú	b a ⁵ n u ⁵	red (including brown and orange)	rouge, brun	RED	1 7 8 4 7 8	AXTBYT	PA6NY6	19	19.P.C 19.A.V 19.6.T 19.N.C 19.Y.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2206	1428
5278	Toro_Tegu	bárⁿú	b a ⁵ r̃ ∼ u ⁵	red (including brown and orange)	rouge, brun	RED	1 7 8 5 4 7 8	AXTMBYT	PA6R9Y6	20	20.P.C 20.A.V 20.6.T 20.R.c 20.9.C 20.Y.V 20.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2206	1428
5279	Yanda_Dom	bǎn	b a ¹⁵ n	red (including brown and orange)	rouge, brun	RED	1 7 8 4	AXTN	PA2N	21	21.P.C 21.A.V 21.2.T 21.N.c	1.6 3.0 1.0 0.5	0	2206	1428
5280	Yorno_So	bán	b a ⁵ n	red (including brown and orange)	rouge, brun	RED	1 7 8 4	AXTN	PA6N	22	22.P.C 22.A.V 22.6.T 22.N.c	1.6 3.0 1.0 0.5	0	2206	1428
#
5306	Bambara	kiniⁿ	k i n ĩ	right (hand, etc.)	à droite/right side	RIGHT	1 7 4 7	AXBZ	KINI	1	1.K.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	0	2217	1445
5307	Bangime	sííbɛ̀ɛ̀	s iː ⁵ b ɛː ¹	on/to the right	à droite	RIGHT	3 7 8 1 7 8	AXTBYT	SI6PE6	2	2.S.C 2.I.V 2.6.T 2.P.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2218	1438
5308	Bankan_Tey	ɲɛ̌yⁿ	ɲ ɛ ¹⁵ j ∼	right (hand, etc.)	à droite	RIGHT	4 7 8 6 4	AXTLN	NE2J9	3	3.N.C 3.E.V 3.2.T 3.J.c 3.9.c	1.6 3.0 1.0 1.1 0.5	0	2219	1435
5309	Ben_Tey	ɲɛ̌yⁿ	ɲ ɛ ¹⁵ j ∼	right (hand, etc.)	à droite	RIGHT	4 7 8 6 4	AXTLN	NE2J9	4	4.N.C 4.E.V 4.2.T 4.J.c 4.9.c	1.6 3.0 1.0 1.1 0.5	0	2219	1435
5310	Bunoge	dìnjó	d i ¹ n dʒ o ⁵	right (hand, etc.)	(main etc.) droit	RIGHT	1 7 8 4 1 7 8	AXTMBYT	TI6NTU6	5	5.T.C 5.I.V 5.6.T 5.N.c 5.T.C 5.U.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2221	1437
5311	Fulfulde	ɲaamo	ɲ a a m o	right (hand, etc.)	à droite	RIGHT	4 7 7 4 7	AXYBZ	NAAMU	6	6.N.C 6.A.V 6.A.V 6.M.C 6.U.V	2.0 1.5 1.3 1.75 0.8	0	2222	1439
5313	Jamsay	ɲǎ:	ɲ aː ¹⁵	right (hand, etc.)	à droite	RIGHT	4 7 8	AXT	NA2	7	7.N.C 7.A.V 7.2.T	1.6 3.0 1.0	0	2223	1435
5314	Mombo	núyⁿà	n u ⁵ j ∼ a ¹	right (hand, etc.)	(main etc.) droit	RIGHT	4 7 8 6 4 7 8	AXTMBYT	NY6J9A6	9	9.N.C 9.Y.V 9.6.T 9.J.c 9.9.C 9.A.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2219	1440
5315	Najamba	ɲɛ̀ŋgó	ɲ ɛ ¹ ŋ ɡ o ⁵	right (hand, etc.)	(main etc.) droit	RIGHT	4 7 8 4 1 7 8	AXTMBYT	NE6NKU6	10	10.N.C 10.E.V 10.6.T 10.N.c 10.K.C 10.U.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2225	1436
5316	Nanga	nàrⁿì yⁿɛ́	n a ¹ r̃ ∼ i ¹ _ j ∼ ɛ ⁵	right (hand, etc.)	à droite	RIGHT	4 7 8 5 4 7 8 9 6 4 7 8	AXTMBYT_ACYT	NA6R9I6_J9E6	11	11.N.C 11.A.V 11.6.T 11.R.c 11.9.C 11.I.V 11.6.T 11._._ 11.J.C 11.9.C 11.E.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2226	1441
5317	Penange	ɲà:	ɲ aː ¹	right (hand, etc.)	à droite	RIGHT	4 7 8	AXT	NA6	12	12.N.C 12.A.V 12.6.T	1.6 3.0 1.0	0	2223	1435
5318	Perge_Tegu	ɲɛ̌:	ɲ ɛː ¹⁵	right (hand, etc.)	à droite	RIGHT	4 7 8	AXT	NE2	13	13.N.C 13.E.V 13.2.T	1.6 3.0 1.0	0	2223	1435
5319	Songhai_Kiini	wⁿǎ	w̃ ∼ a ¹⁵	right (hand, etc.)	à droite	RIGHT	6 4 7 8	ACYT	W9A2	14	14.W.C 14.9.C 14.A.V 14.2.T	1.6 1.2 3.0 1.0	0	2223	1435
5320	Songhai_Senni	ŋá:rê	ŋ aː ⁵ r e ⁵¹	right (hand, etc.)	à droite	RIGHT	4 7 8 5 7 8	AXTBYT	NA6RE3	15	15.N.C 15.A.V 15.6.T 15.R.C 15.E.V 15.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2223	1442
5322	Tebul_Ure	ɲɛ̀ŋgɛ́	ɲ ɛ ¹ ŋ ɡ ɛ ⁵	right (hand, etc.)	(main etc.) droit	RIGHT	4 7 8 4 1 7 8	AXTMBYT	NE6NKE6	16	16.N.C 16.E.V 16.6.T 16.N.c 16.K.C 16.E.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2225	1436
5323	Tiranige_Diga	ɲɔ́:	ɲ ɔː	right (hand, etc.)	(main etc.) droit	RIGHT	4 7	AX	NU	17	17.N.C 17.U.V	2.0 1.5	0	2223	1435
5324	Togo_Kan	ɲǎ:	ɲ aː ¹⁵	right (hand, etc.)	à droite	RIGHT	4 7 8	AXT	NA2	18	18.N.C 18.A.V 18.2.T	1.6 3.0 1.0	0	2223	1435
5325	Tommo_So	ɲ̀ɲɛ́	ɲ ¹ ɲ ɛ ⁵	right (hand, etc.)	(main etc.) droit	RIGHT	4 8 4 7 8	ATBYT	N6NE6	19	19.N.C 19.6.T 19.N.C 19.E.V 19.6.T	1.6 1.0 1.3 3.0 1.0	0	2223	1443
5326	Toro_Tegu	nǒyⁿ	n o ¹⁵ j ∼	right (hand, etc.)	(main etc.) droit	RIGHT	4 7 8 6 4	AXTLN	NU2J9	20	20.N.C 20.U.V 20.2.T 20.J.c 20.9.c	1.6 3.0 1.0 1.1 0.5	0	2219	1435
5327	Yanda_Dom	ʔə̀ɲɛ̀	ʔ ə ¹ ɲ ɛ ¹	right (hand, etc.)	(main etc.) droit	RIGHT	1 7 8 4 7 8	AXTBYT	HE6NE6	21	21.H.C 21.E.V 21.6.T 21.N.C 21.E.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2218	1444
5328	Yorno_So	ɲɛ̌:	ɲ ɛː ¹⁵	right (hand, etc.)	à droite	RIGHT	4 7 8	AXT	NE2	22	22.N.C 22.E.V 22.2.T	1.6 3.0 1.0	0	2223	1435
#
5371	Bambara	dílí	d i ⁵ l i ⁵	root (of a tree)	racine	ROOT	1 7 8 5 7 8	AXTBYT	TI6LI6	1	1.T.C 1.I.V 1.6.T 1.L.C 1.I.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2227	1449
5372	Bangime	yíyíì	j i ⁵ j iː ⁵¹	root	racine	ROOT	6 7 8 6 7 8	AXTBYT	JI6JI3	2	2.J.C 2.I.V 2.6.T 2.J.C 2.I.V 2.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2228	1457
5373	Bankan_Tey	wòrú	w o ¹ r u ⁵	root	racine	ROOT	6 7 8 5 7 8	AXTBYT	WU6RY6	3	3.W.C 3.U.V 3.6.T 3.R.C 3.Y.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2229	1446
5374	Ben_Tey	wé:rí	w eː ⁵ r i ⁵	root	racine	ROOT	6 7 8 5 7 8	AXTBYT	WE6RI6	4	4.W.C 4.E.V 4.6.T 4.R.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2229	1446
5375	Bunoge	kàjè	k a ¹ dʒ e ¹	root	racine	ROOT	1 7 8 1 7 8	AXTBYT	KA6TE6	5	5.K.C 5.A.V 5.6.T 5.T.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2231	1456
5377	Fulfulde	ɗaɗol	ɗ a ɗ o l	root	racine	ROOT	1 7 1 7 5	AXBYN	TATUL	6	6.T.C 6.A.V 6.T.C 6.U.V 6.L.c	2.0 1.5 1.75 1.3 0.8	0	2232	1458
5379	Jamsay	bɔ̀rɔ̀ cé:ŋ	b ɔ ¹ r ɔ ¹ _ tʃ eː ⁵ ŋ	root (of a tree)	racine	ROOT	1 7 8 5 7 8 9 1 7 8 4	AXTBYT_AXTN	PU6RU6_TE6N	7	7.P.C 7.U.V 7.6.T 7.R.C 7.U.V 7.6.T 7._._ 7.T.C 7.E.V 7.6.T 7.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0	2233	1447
5380	Jenaama	pā	p a ³	root	racine	ROOT	1 7 8	AXT	PA6	8	8.P.C 8.A.V 8.6.T	1.6 3.0 1.0	0	2234	1455
5381	Mombo	kágì	k a ⁵ ɡ i ¹	root	racine	ROOT	1 7 8 1 7 8	AXTBYT	KA6KI6	9	9.K.C 9.A.V 9.6.T 9.K.C 9.I.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2235	1448
5382	Najamba	wǒlŋgó	w o ¹⁵ l ŋ ɡ o ⁵	root	racine	ROOT	6 7 8 5 4 1 7 8	AXTLMBYT	WU2LNKU6	10	10.W.C 10.U.V 10.2.T 10.L.c 10.N.c 10.K.C 10.U.V 10.6.T	1.6 3.0 1.0 1.1 1.1 1.3 3.0 1.0	0	2236	1446
5383	Nanga	wè:rî	w eː ¹ r i ⁵¹	root	racine	ROOT	6 7 8 5 7 8	AXTBYT	WE6RI3	11	11.W.C 11.E.V 11.6.T 11.R.C 11.I.V 11.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2229	1446
5384	Penange	dúl	d u ⁵ l	root	racine	ROOT	1 7 8 5	AXTN	TY6L	12	12.T.C 12.Y.V 12.6.T 12.L.c	1.6 3.0 1.0 0.5	0	2227	1454
5385	Perge_Tegu	ké:ŋgú	k eː ⁵ ŋ ɡ u ⁵	root	racine	ROOT	1 7 8 4 1 7 8	AXTMBYT	KE6NKY6	13	13.K.C 13.E.V 13.6.T 13.N.c 13.K.C 13.Y.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2235	1448
5386	Songhai_Kiini	kǎ:y	k aː ¹⁵ j	root (of a plant)	racine (d’une plante)	ROOT	1 7 8 6	AXTN	KA2J	14	14.K.C 14.A.V 14.2.T 14.J.c	1.6 3.0 1.0 0.5	0	2240	1453
5387	Songhai_Senni	lìŋgò	l i ¹ ŋ ɡ o ¹	blood vessel (vein, artery); tendon, sinew; root	vaisseau sanguin (veine, artère); tendon; racine.	ROOT	5 7 8 4 1 7 8	AXTMBYT	LI6NKU6	15	15.L.C 15.I.V 15.6.T 15.N.c 15.K.C 15.U.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	2235	1452
5389	Tebul_Ure	díné	d i ⁵ n e ⁵	root	racine	ROOT	1 7 8 4 7 8	AXTBYT	TI6NE6	16	16.T.C 16.I.V 16.6.T 16.N.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	2227	1451
5390	Tiranige_Diga	yìlìŋgè	j i ¹ l i ¹ + ŋ ɡ e ¹	root	racine	ROOT	6 7 8 5 7 8 9 4 1 7 8	AXTBYT_ACYT	JI6LI6_NKE6	17	17.J.C 17.I.V 17.6.T 17.L.C 17.I.V 17.6.T 17._._ 17.N.C 17.K.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2243	1450
